page,origin,inherited,line,element,name,type,handler,destination,disabled
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","82","Button","Close","button","() => setOpen(false)","",""
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","95","Select","Fake / Misleading Scam / Fraud Duplicate listing Wrong / Suspicious price Inappropriate content Other","","setReason","",""
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","96","SelectTrigger","","","","",""
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","111","Textarea","Provide more details to help our team...","","e => setDescription(e.target.value)","",""
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","122","Button","""Submitting..."" ""Submit Report""","button","() => reportMutation.mutate()","","!reason || reportMutation.isPending"
"PropertyDetail.jsx","src\components\listings\ReportListingDialog.jsx","true","130","Button","Cancel","button","() => setOpen(false)","",""
"PropertyDetail.jsx","src\components\listings\PriceBreakdown.jsx","true","37","button","Price Breakdown Total est.","button","() => setOpen(o => !o)","",""
"PropertyDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","14","button","Open to offers","button","() => setOpen(true)","",""
"PropertyDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","21","Dialog","Making an Offer This seller is open to offers below the listed price. Use the contact options to send the seller your proposed price. Any offer is non-binding and subject to seller acceptance. Always inspect the item in person before paying. PeekaListing does not handle payments between buyers and sellers. Got it","","","",""
"PropertyDetail.jsx","src\components\listings\MakeOfferButton.jsx","true","42","Button","Got it","","() => setOpen(false)","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","201","Button","Request a Peek","button","() => runGuarded('request a Peek', () => setComposerOpen((open) => !open))","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","217","button","{suggestion.body}","button","() => { setCategory(suggestion.category); setBody(suggestion.body); }","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","235","Button","Cancel","button","() => setComposerOpen(false)","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","236","Button","{duplicateActionLabel}","button","submitRequest","","createMutation.isPending || supportMutation.isPending"
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","245","button","{entry.label}","button","() => setActiveFilter(index)","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","250","Button","Try again","button","() => threadQuery.refetch()","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","255","Button","<><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Loading</> 'Load more requests'","button","() => threadQuery.fetchNextPage()","","threadQuery.isFetchingNextPage"
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","262","AlertDialog","Decline this Peek Request? Give buyers a short, useful reason. The request will no longer appear publicly as awaiting your response. Reason {declineReason.trim().length} /280 Cancel <><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Declining</> 'Decline request'","","","",""
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","294","Button","<CheckCircle2 className=""mr-2 h-4 w-4"" /> <ThumbsUp className=""mr-2 h-4 w-4"" /> 'Interested' 'I want this too'","button","onSupport","","busy"
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","299","Button","Decline","button","onDecline","","busy"
"PropertyDetail.jsx","src\components\peekThreads\PeekThreadsSection.jsx","true","300","Button","Record response","button","() => window.location.assign(`/peek-requests?request=${encodeURIComponent(item.requestId)}`)","",""
"PropertyDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","42","Button","<Loader2 className=""mr-2 h-4 w-4 animate-spin"" /> <Eye className=""mr-2 h-4 w-4"" /> Watch Peek","button","load","","loading"
"PropertyDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","55","button","Close Response Peek","button","() => setOpen(false)","",""
"PropertyDetail.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","78","Button","Try again","button","load","",""
"PropertyDetail.jsx","src\components\listings\ListingRecommendations.jsx","true","329","Button","Retry","button","() => query.refetch()","",""
"PropertyDetail.jsx","src\components\listings\ListingRecommendations.jsx","true","350","Button","Retry","button","() => query.refetch()","",""
"PropertyDetail.jsx","src\components\services\ServiceCard.jsx","true","79","Link","( <img src={service.photos[0]} alt={service.title} loading=""lazy"" decoding=""async"" className=""h-full w-full object-cover transition-transform duration-500 hover:scale-[1.035]"" /> ) ( <span className=""flex h-full w-full items-center justify-center text-muted-foreground""><ImageOff className=""h-6 w-6"" /></span> ) {service.title} {priceLabel} View","","onOpen","`/service/${service.id}`",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"PropertyDetail.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"PropertyDetail.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"PropertyDetail.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"PropertyDetail.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"PropertyDetail.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"PropertyDetail.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","194","button","`Expand photo ${current + 1} of ${images.length}`","button","() => setLightboxOpen(true)","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","237","button","Photos","button","showPhotos","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","251","button","requestedTour ? ""Play Peek"" : tourActionLabel","button","openTour","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","294","button","`Show photo ${index + 1}`","button","() => {
                setCurrent(index);
                setImageFailed(false);
              }","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","331","button","label","button","onClick","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","347","button","label","button","(event) => {
        event.stopPropagation();
        onClick?.();
      }","","disabled"
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","465","button","Play Peek","button","(event) => {
                  event.stopPropagation();
                  togglePlayback();
                }","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","513","button","paused ? ""Play Peek"" : ""Pause Peek""","button","togglePlayback","",""
"PropertyDetail.jsx","src\components\listings\ListingMediaViewer.jsx","true","554","Button","Retry playback","button","onRetry","",""
"PropertyDetail.jsx","src\components\ui\image-lightbox.jsx","true","63","Dialog","","","","",""
"PropertyDetail.jsx","src\components\ui\image-lightbox.jsx","true","124","button","label","button","onClick","",""
"PropertyDetail.jsx","src\components\tours\TourReportAction.jsx","true","23","button","Report Peek","button","open","",""
"PropertyDetail.jsx","src\components\tours\TourReportDialog.jsx","true","42","Dialog","Report Peek Report only the video attached to {title} . The parent listing remains a separate moderation target. Reason Details (optional) {description.length} /2000 'Submitting…' 'Submit Peek report'","","","",""
"PropertyDetail.jsx","src\components\tours\TourReportDialog.jsx","true","50","Select","","","setReason","","mutation.isPending"
"PropertyDetail.jsx","src\components\tours\TourReportDialog.jsx","true","51","SelectTrigger","","","","",""
"PropertyDetail.jsx","src\components\tours\TourReportDialog.jsx","true","57","Textarea","Describe what is wrong with the video. Do not include private information.","","(event) => setDescription(event.target.value)","","mutation.isPending"
"PropertyDetail.jsx","src\components\tours\TourReportDialog.jsx","true","68","Button","'Submitting…' 'Submit Peek report'","button","() => mutation.mutate()","","mutation.isPending"
"PropertyDetail.jsx","src\components\listings\ListingMediaActions.jsx","true","38","button","label","button","onClick","","disabled"
"PropertyDetail.jsx","src\components\listings\ListingDetailActions.jsx","true","23","button","Go back","button","onBack","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","82","Button","Try again","button","() => profileQuery.refetch()","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","85","Button","Browse PeekaListing","","","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","85","Link","Browse PeekaListing","","","/search",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","114","Button","Call","","() => { window.location.href = `tel:${profile.phone}`; }","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","115","Button","WhatsApp","","() => window.open(`https://wa.me/${whatsapp}`, '_blank', 'noopener,noreferrer')","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","116","Button","Email","","() => { window.location.href = `mailto:${profile.email}`; }","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","121","a","Website","","","websiteUrl",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","122","a","{network}","","","url",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","133","form","Search dealer inventory","","(event) => { event.preventDefault(); const next = search.trim(); setSearchParams(next ? { q: next } : {}); }","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","135","Input","Search this inventory","","(event) => setSearch(event.target.value)","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","136","Button","Search inventory","submit","","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","141","Button","Try again","button","() => inventoryPages.refetch()","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","142","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load more listings'","button","() => inventoryPages.fetchNextPage()","","inventoryPages.isFetchingNextPage"
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","149","Button","Try again","button","() => servicePages.refetch()","",""
"PublicBusinessProfile.jsx","src\pages\PublicBusinessProfile.jsx","false","150","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load more services'","button","() => servicePages.fetchNextPage()","","servicePages.isFetchingNextPage"
"PublicBusinessProfile.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"PublicBusinessProfile.jsx","src\components\services\ServiceCard.jsx","true","79","Link","( <img src={service.photos[0]} alt={service.title} loading=""lazy"" decoding=""async"" className=""h-full w-full object-cover transition-transform duration-500 hover:scale-[1.035]"" /> ) ( <span className=""flex h-full w-full items-center justify-center text-muted-foreground""><ImageOff className=""h-6 w-6"" /></span> ) {service.title} {priceLabel} View","","onOpen","`/service/${service.id}`",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"PublicBusinessProfile.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"PublicBusinessProfile.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"PublicBusinessProfile.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"PublicBusinessProfile.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"PublicBusinessProfile.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"PublicBusinessProfile.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"PublicBusinessProfile.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"PublicBusinessProfile.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"PublicBusinessProfile.jsx","src\components\dealers\DealerListings.jsx","true","38","button","{tab.label}","button","() => setActiveType(tab.value)","",""
"Register.jsx","src\pages\Register.jsx","false","114","Link","Back to log in","","","createLoginPath(returnTo)",""
"Register.jsx","src\pages\Register.jsx","false","130","button","""Sending..."" ""Resend""","button","handleResend","","resending"
"Register.jsx","src\pages\Register.jsx","false","146","Link","Log in","","","createLoginPath(returnTo)",""
"Register.jsx","src\pages\Register.jsx","false","153","Button","""Connecting to Google..."" ""Continue with Google""","","() => handleOAuth(""google"")","","loading || Boolean(oauthProvider)"
"Register.jsx","src\pages\Register.jsx","false","165","Button","""Connecting to Apple..."" ""Continue with Apple""","","() => handleOAuth(""apple"")","","loading || Boolean(oauthProvider)"
"Register.jsx","src\pages\Register.jsx","false","193","form","First name Surname Email Phone number Password Use at least 10 characters with lowercase, uppercase and a number. Confirm Password ( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Creating account... </> ) ( ""Create account"" )","","handleSubmit","",""
"Register.jsx","src\pages\Register.jsx","false","197","Input","First name","text","(e) => setFirstName(e.target.value)","",""
"Register.jsx","src\pages\Register.jsx","false","201","Input","Surname","text","(e) => setLastName(e.target.value)","",""
"Register.jsx","src\pages\Register.jsx","false","208","Input","you@example.com","email","(e) => setEmail(e.target.value)","",""
"Register.jsx","src\pages\Register.jsx","false","229","Input","••••••••","password","(e) => setPassword(e.target.value)","",""
"Register.jsx","src\pages\Register.jsx","false","248","Input","••••••••","password","(e) => setConfirmPassword(e.target.value)","",""
"Register.jsx","src\pages\Register.jsx","false","261","Button","( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Creating account... </> ) ( ""Create account"" )","submit","","","loading || Boolean(oauthProvider)"
"Register.jsx","src\components\AuthLayout.jsx","true","20","Link","PeekaListing home","","","/",""
"Register.jsx","src\components\AuthLayout.jsx","true","23","Link","Back to marketplace","","","/",""
"Register.jsx","src\components\AuthLayout.jsx","true","43","Link","Privacy","","","/legal/privacy",""
"Register.jsx","src\components\AuthLayout.jsx","true","44","Link","Data protection","","","/legal/data-protection",""
"Register.jsx","src\components\AuthLayout.jsx","true","45","Link","Terms","","","/legal/terms",""
"Register.jsx","src\components\AuthLayout.jsx","true","46","Link","Cookies","","","/legal/cookies",""
"Register.jsx","src\components\ui\PhoneInput.jsx","true","76","PopoverTrigger","{selectedCountry.code}","","","",""
"Register.jsx","src\components\ui\PhoneInput.jsx","true","77","button","`Choose country calling code. Current selection: ${selectedCountry.country} ${selectedCountry.code}`","button","","","disabled"
"Register.jsx","src\components\ui\PhoneInput.jsx","true","105","button","{country.country} {country.code}","button","() => handleCountryChange(country)","",""
"Register.jsx","src\components\ui\PhoneInput.jsx","true","127","Input","placeholder","tel","handleNumberChange","","disabled"
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","122","Link","Request a new link","","","/forgot-password",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","142","Link","Log in","","","/login",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","146","Link","Open account settings","","","/settings",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","175","form","New Password Use at least 10 characters with lowercase, uppercase and a number. Confirm Password ( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Resetting... </> ) ( ""Reset password"" )","","handleSubmit","",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","180","Input","••••••••","password","(e) => setNewPassword(e.target.value)","",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","200","Input","••••••••","password","(e) => setConfirmPassword(e.target.value)","",""
"ResetPassword.jsx","src\pages\ResetPassword.jsx","false","213","Button","( <> <Loader2 className=""w-4 h-4 mr-2 animate-spin"" /> Resetting... </> ) ( ""Reset password"" )","submit","","","loading"
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","20","Link","PeekaListing home","","","/",""
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","23","Link","Back to marketplace","","","/",""
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","43","Link","Privacy","","","/legal/privacy",""
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","44","Link","Data protection","","","/legal/data-protection",""
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","45","Link","Terms","","","/legal/terms",""
"ResetPassword.jsx","src\components\AuthLayout.jsx","true","46","Link","Cookies","","","/legal/cookies",""
"Saved.jsx","src\pages\Saved.jsx","false","57","Link","Back to Discover","","","/",""
"Saved.jsx","src\pages\Saved.jsx","false","74","Button","Try again","button","() => { void refetch(); void servicesQuery.refetch(); }","",""
"Saved.jsx","src\pages\Saved.jsx","false","104","Button","Try again","button","() => servicesQuery.refetch()","",""
"Saved.jsx","src\pages\Saved.jsx","false","109","Button","<><Loader2 className=""h-4 w-4 animate-spin"" aria-hidden=""true"" /> Loading</> 'Load more services'","button","() => servicesQuery.fetchNextPage()","","servicesQuery.isFetchingNextPage"
"Saved.jsx","src\pages\Saved.jsx","false","116","button","Try again","button","() => refetch()","",""
"Saved.jsx","src\pages\Saved.jsx","false","119","Button","<><Loader2 className=""h-4 w-4 animate-spin"" aria-hidden=""true"" /> Loading</> 'Load more favourites'","button","() => fetchNextPage()","","isFetchingNextPage"
"Saved.jsx","src\components\services\ServiceCard.jsx","true","79","Link","( <img src={service.photos[0]} alt={service.title} loading=""lazy"" decoding=""async"" className=""h-full w-full object-cover transition-transform duration-500 hover:scale-[1.035]"" /> ) ( <span className=""flex h-full w-full items-center justify-center text-muted-foreground""><ImageOff className=""h-6 w-6"" /></span> ) {service.title} {priceLabel} View","","onOpen","`/service/${service.id}`",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","47","Link","`${title}, ${priceLabel}`","","onOpen","to",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","82","button","save.active ? 'Remove from saved' : 'Save item'","button","save.onToggle","",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","97","Link","`${tourLabel} for ${title}${tourDuration ? `, ${tourDuration}` : ''}`","","","tourTarget",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","113","Link","{title} {codeNode}","","onOpen","to",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","180","Link","{locationLabel}","","onOpen","to",""
"Saved.jsx","src\components\marketplace\MarketplaceCard.jsx","true","187","Link","{locationLabel}","","onOpen","to",""
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","90","Button","Existing chats remain available, but new enquiries are closed.","button","","","true"
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","199","Button","Contact unavailable","button","","","true"
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","225","Sheet","Contact {recipientLabel} Contact the {recipientLabel} Choose how to ask about {listing.title} . Phone numbers and email addresses stay hidden in PeekaListing. They become visible only in the external app you choose to open.","","","",""
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","227","Button","`Contact ${recipientLabel} about ${listing.title}`","button","","",""
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","250","button","{label} {description}","button","onClick","",""
"Saved.jsx","src\components\listings\ContactButtons.jsx","true","267","AlertDialog","{actionCopy.title} {actionCopy.description} Cancel 'Opening…' actionCopy.confirm","","","",""
"Saved.jsx","src\components\listings\MessageDialog.jsx","true","51","Dialog","Message seller About {listing.title} Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","","",""
"Saved.jsx","src\components\listings\MessageDialog.jsx","true","55","form","Message Plain text only. Do not share passwords, PINs, or payment codes. 'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","","submitMessage","",""
"Saved.jsx","src\components\listings\MessageDialog.jsx","true","56","Textarea","`Hi, I'm interested in this ${type === 'property' ? 'property' : type === 'car' ? 'vehicle' : 'equipment'}. Is it still available?`","","(event) => setMessage(event.target.value)","",""
"Saved.jsx","src\components\listings\MessageDialog.jsx","true","59","Button","'Sending…' <><Send className=""mr-2 h-4 w-4"" />Send message</>","button","submitMessage","","mutation.isPending"
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","16","Dialog","PeekaListing account Sign in to continue Use a free account to {action} . Continue with email New to PeekaListing? Create an account By continuing, you agree to the Terms and acknowledge the Privacy Policy .","","","",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","27","Button","Continue with email","button","() => {
              onClose();
              navigate(createLoginPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","42","button","Create an account","button","() => {
              onClose();
              navigate(createRegisterPath(safeReturnTo), { state: { returnTo: safeReturnTo } });
            }","",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Terms","","onClose","/legal/terms",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","54","Link","Privacy Policy","","onClose","/legal/privacy",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","74","Button","Join","button","() => navigate(createRegisterPath(returnTo), { state: { returnTo } })","",""
"Saved.jsx","src\components\auth\GuestPromptSheet.jsx","true","77","button","Dismiss account prompt","button","() => setDismissed(true)","",""
"Saved.jsx","src\components\auth\GoogleAuthButton.jsx","true","40","Button","'Connecting to Google…' label","button","continueWithGoogle","","loading"
"Search.jsx","src\pages\Search.jsx","false","382","button","Clear","button","clearRecentSearches","",""
"Search.jsx","src\pages\Search.jsx","false","386","button","{item}","button","() => { setQueryInput(item); updateParams({ q: item }, { replace: false }); }","",""
"Search.jsx","src\components\search\SortSheet.jsx","true","18","Sheet","Sort results `Price sorting compares listings in ${currency} only.` 'Choose a listing currency in Filters before sorting by price.'","","","",""
"Search.jsx","src\components\search\SortSheet.jsx","true","33","button","{option.label} <Check className=""h-4 w-4"" /> disabled ? <LockKeyhole className=""h-4 w-4"" aria-hidden=""true"" /> : null","button","() => {
                  if (disabled) return;
                  onChange(option.value);
                  onOpenChange(false);
                }","","disabled"
"Search.jsx","src\components\search\SearchToolbar.jsx","true","10","button","{label} {meta}","button","onSelect","",""
"Search.jsx","src\components\search\SearchToolbar.jsx","true","80","form","","","onSubmit","",""
"Search.jsx","src\components\search\SearchToolbar.jsx","true","88","Input","Search listings","search","(event) => onQueryInputChange(event.target.value)","",""
"Search.jsx","src\components\search\SearchToolbar.jsx","true","127","button","filterCount > 0 ? `Open filters, ${filterCount} active` : 'Open filters'","button","onOpenFilters","",""
"Search.jsx","src\components\search\SearchToolbar.jsx","true","141","button","`Sort listings, currently ${sortLabel}`","button","onOpenSort","",""
"Search.jsx","src\components\search\ListingResults.jsx","true","42","button","{label}","button","() => onViewModeChange?.(value)","",""
"Search.jsx","src\components\search\ListingResults.jsx","true","66","Button","Retry","","onRetry","",""
"Search.jsx","src\components\search\ListingResults.jsx","true","75","Button","Clear filters","","onClearFilters","",""
"Search.jsx","src\components\search\ListingResults.jsx","true","80","Button","<><Loader2 className=""h-4 w-4 animate-spin"" /> Loading</> 'Load more listings'","","onLoadMore","","isFetchingNextPage"
"Search.jsx","src\components\search\SearchResultsMap.jsx","true","109","button","Close listing preview","button","onClose","",""
